Region,Region code,Province  ,Province code,Municipality/City  ,Municipality/City Code,Poverty Incidence_2009,Poverty Incidence_2012,Poverty Incidence_2015,Coefficient of Variation_2009,Coefficient of Variation_2012,Coefficient of Variation_2015,90% Confidence Interval_2009 Lower Limit,90% Confidence Interval_2009 Upper Limit,90% Confidence Interval_2012 Lower Limit,90% Confidence Interval_2012 Upper Limit2,90% Confidence Interval_2015 Lower Limit,90% Confidence Interval_2015 Upper Limit,Longitude,Latitude,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Danao,PH071218000,62.1,42.7,35.1,6.4,9.9,9.4,55.5,68.6,35.7,49.7,29.6,40.5,124.2044,9.9624,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Dauis,PH071219000,30.1,17.0,14.4,12.1,15.6,17.0,24.1,36.1,12.7,21.4,10.4,18.5,123.8308,9.6097,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Dimiao,PH071220000,42.4,30.6,27.1,8.4,8.5,9.9,36.6,48.3,26.3,34.9,22.7,31.6,124.1592,9.6496,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Duero,PH071221000,51.7,29.6,29.6,6.2,9.8,9.7,46.4,57.0,24.9,34.4,24.9,34.3,124.3848,9.7391,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Garcia Hernandez,PH071222000,46.8,28.0,26.3,6.0,9.9,8.7,42.2,51.4,23.5,32.6,22.6,30.1,124.2815,9.6633,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Guindulman,PH071223000,47.2,30.3,30.0,7.1,10.2,9.4,41.7,52.7,25.2,35.3,25.4,34.6,124.4493,9.7753,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Inabanga,PH071224000,47.1,34.7,31.1,5.0,6.9,8.1,43.2,51.0,30.8,38.7,27.0,35.3,124.0978,10.0003,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Jagna,PH071225000,36.4,19.6,23.3,6.1,11.2,9.5,32.8,40.1,16.0,23.2,19.7,27.0,124.3429,9.6932,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Getafe,PH071226000,60.1,43.5,42.9,4.8,6.5,7.8,55.4,64.9,38.9,48.1,37.4,48.5,124.1844,10.1141,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Lila,PH071227000,42.6,19.6,26.3,8.9,14.4,13.7,36.3,48.9,15.0,24.3,20.4,32.3,124.0830,9.5940,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Loay,PH071228000,28.4,19.3,19.8,10.4,11.3,12.4,23.5,33.2,15.7,22.9,15.8,23.8,124.0236,9.6050,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Loboc,PH071229000,32.8,21.5,17.0,8.7,10.4,15.7,28.1,37.5,17.8,25.2,12.6,21.3,124.0405,9.6443,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Loon,PH071230000,38.8,22.0,21.4,5.6,7.3,9.0,35.2,42.3,19.3,24.6,18.2,24.6,123.8312,9.8118,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Mabini,PH071231000,58.4,46.8,34.1,5.5,7.4,8.0,53.1,63.7,41.0,52.5,29.6,38.6,124.5185,9.9060,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Maribojoc,PH071232000,24.9,17.3,14.6,11.7,13.4,16.9,20.1,29.7,13.5,21.1,10.5,18.7,123.8538,9.7530,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Panglao,PH071233000,33.3,16.4,19.7,12.5,17.4,16.8,26.4,40.1,11.7,21.0,14.2,25.1,123.7755,9.5798,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Pilar,PH071234000,67.1,38.8,38.2,5.8,7.3,9.4,60.7,73.4,34.2,43.4,32.3,44.1,124.3496,9.8461,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Pres. Carlos P. Garcia (Pitogo),PH071235000,62.1,51.8,45.8,5.9,6.9,7.0,56.0,68.1,45.9,57.7,40.5,51.1,124.5648,10.1024,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Sagbayan (Borja),PH071236000,48.8,24.0,23.9,7.7,10.9,11.1,42.6,55.0,19.7,28.3,19.5,28.3,124.0980,9.9110,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,San Isidro,PH071237000,64.0,44.9,30.9,7.6,9.9,15.3,56.0,72.0,37.6,52.2,23.1,38.6,123.9498,9.8550,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,San Miguel,PH071238000,53.6,42.7,31.6,7.6,8.9,8.9,46.9,60.3,36.5,48.9,27.0,36.2,124.3334,9.9791,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Sevilla,PH071239000,52.2,31.7,26.0,6.9,9.9,14.3,46.3,58.2,26.6,36.9,19.9,32.1,124.0496,9.7205,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Sierra Bullones,PH071240000,54.4,35.1,31.6,7.9,9.4,9.4,47.3,61.4,29.6,40.5,26.7,36.5,124.2839,9.7800,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Sikatuna,PH071241000,45.9,29.0,19.4,10.3,13.0,16.8,38.1,53.7,22.8,35.2,14.0,24.7,123.9948,9.6913,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,City of Tagbilaran (Capital),PH071242000,11.0,7.9,8.7,19.5,18.5,16.6,7.5,14.6,5.5,10.2,6.3,11.1,123.8711,9.6657,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Talibon,PH071243000,51.4,36.4,34.6,6.2,7.4,8.3,46.2,56.6,31.9,40.8,29.9,39.3,124.2766,10.1110,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Trinidad,PH071244000,56.6,39.7,32.1,6.7,7.8,8.7,50.4,62.8,34.6,44.8,27.5,36.7,124.3245,10.0450,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Tubigon,PH071245000,37.4,26.7,21.5,6.8,7.9,8.7,33.2,41.5,23.2,30.2,18.4,24.5,123.9747,9.9231,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Ubay,PH071246000,50.1,39.6,34.4,5.8,5.5,6.6,45.3,54.9,36.1,43.2,30.7,38.1,124.4585,9.9980,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Valencia,PH071247000,50.4,28.5,29.1,5.7,8.0,8.5,45.7,55.2,24.8,32.2,25.1,33.2,124.2185,9.6644,
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Bien Unido,PH071248000,63.7,48.8,50.4,6.2,7.3,6.7,57.2,70.3,43.0,54.6,44.8,55.9,124.3686,10.1186,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Alcantara,PH072201000,51.2,34.0,33.6,8.8,12.5,13.5,43.7,58.6,27.1,41.0,26.1,41.0,123.4437,9.9668,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Alcoy,PH072202000,47.1,24.5,32.7,10.9,18.0,13.5,38.6,55.5,17.3,31.8,25.5,40.0,123.4677,9.7107,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Alegria,PH072203000,62.4,40.0,40.5,7.5,13.0,11.3,54.6,70.1,31.4,48.5,33.0,48.0,123.3819,9.7438,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Aloguinsan,PH072204000,49.4,29.1,29.5,9.9,12.5,14.1,41.3,57.4,23.1,35.1,22.6,36.3,123.5760,10.1940,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Argao,PH072205000,43.6,24.7,25.3,5.4,9.1,8.3,39.7,47.4,21.0,28.4,21.8,28.7,123.5480,9.9179,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Asturias,PH072206000,44.2,30.8,33.0,7.9,10.5,7.9,38.5,49.9,25.4,36.1,28.7,37.2,123.7903,10.5796,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Badian,PH072207000,53.5,38.3,36.8,5.9,7.9,7.5,48.2,58.7,33.3,43.3,32.3,41.4,123.4191,9.8492,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Balamban,PH072208000,37.6,20.0,25.6,9.2,11.6,10.7,31.9,43.3,16.2,23.9,21.1,30.1,123.7765,10.4834,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Bantayan,PH072209000,55.1,36.0,31.3,5.5,7.0,8.8,50.2,60.1,31.9,40.2,26.7,35.8,123.7366,11.1996,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Barili,PH072210000,40.7,26.4,30.4,6.5,8.4,8.9,36.3,45.0,22.8,30.1,26.0,34.9,123.5354,10.1130,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Bogo,PH072211000,37.0,20.2,18.6,8.5,12.0,13.1,31.8,42.1,16.2,24.1,14.6,22.6,123.9922,11.0187,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Boljoon,PH072212000,48.6,33.6,34.6,9.0,12.3,13.5,41.4,55.8,26.8,40.4,26.9,42.3,123.4451,9.6410,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Borbon,PH072213000,43.7,27.4,29.1,7.8,11.6,11.1,38.1,49.3,22.2,32.7,23.8,34.4,123.9935,10.8488,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Carcar,PH072214000,27.2,17.0,21.4,13.1,14.2,13.6,21.3,33.1,13.0,21.0,16.6,26.2,123.6305,10.1193,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Carmen,PH072215000,31.4,20.0,21.1,10.2,12.0,12.2,26.1,36.6,16.0,23.9,16.8,25.3,123.9700,10.5991,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Catmon,PH072216000,39.9,27.5,26.0,9.6,9.4,10.2,33.6,46.2,23.2,31.7,21.6,30.3,123.9712,10.6704,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Cebu (Capital),PH072217000,13.9,6.8,12.6,10.7,15.3,9.5,11.5,16.4,5.1,8.5,10.6,14.6,123.8600,10.3793,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Compostela,PH072218000,27.8,18.2,19.6,14.5,15.5,15.2,21.1,34.4,13.6,22.8,14.7,24.5,123.9698,10.4724,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Consolacion,PH072219000,17.4,9.3,13.4,18.0,22.0,16.0,12.3,22.6,5.9,12.6,9.9,16.9,123.9407,10.4016,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Cordova,PH072220000,25.9,14.3,19.7,14.7,17.7,16.7,19.6,32.2,10.1,18.5,14.3,25.1,123.9502,10.2600,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Daanbantayan,PH072221000,42.9,28.4,25.4,7.4,10.7,12.5,37.7,48.1,23.4,33.3,20.2,30.6,124.0195,11.2183,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Dalaguete,PH072222000,55.6,42.3,33.6,5.4,7.6,7.5,50.7,60.5,37.0,47.6,29.5,37.7,123.4885,9.7997,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Danao City,PH072223000,31.6,16.6,21.3,9.0,10.0,9.5,26.9,36.2,13.9,19.3,18.0,24.7,123.9403,10.5400,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Dumanjug,PH072224000,47.6,33.2,30.9,6.6,8.2,9.1,42.5,52.8,28.7,37.7,26.3,35.5,123.4743,10.0407,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Ginatilan,PH072225000,58.0,40.5,33.3,6.9,8.0,9.9,51.4,64.6,35.1,45.8,27.9,38.7,123.3460,9.5792,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Lapu-Lapu (Opon),PH072226000,19.6,9.1,16.7,12.2,19.3,11.3,15.7,23.6,6.2,12.0,13.6,19.8,123.9745,10.2955,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Liloan,PH072227000,18.0,10.5,14.7,17.3,21.6,17.7,12.9,23.0,6.8,14.3,10.4,18.9,123.9737,10.4196,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Madridejos,PH072228000,50.6,36.3,28.1,8.0,8.8,12.0,43.9,57.3,31.0,41.5,22.5,33.6,123.7322,11.2661,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Malabuyoc,PH072229000,50.7,37.1,44.3,8.4,10.3,8.7,43.7,57.7,30.9,43.4,37.9,50.6,123.3649,9.6561,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Mandaue,PH072230000,14.1,5.5,11.3,14.4,21.9,15.2,10.7,17.4,3.5,7.5,8.5,14.2,123.9409,10.3454,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Medellin,PH072231000,35.8,23.9,26.6,9.0,11.4,11.5,30.5,41.1,19.4,28.4,21.5,31.6,123.9788,11.1415,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Minglanilla,PH072232000,20.4,9.7,13.5,13.4,19.2,14.8,15.9,24.9,6.6,12.7,10.2,16.7,123.7806,10.2773,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Moalboal,PH072233000,48.9,27.9,26.6,6.9,11.4,12.0,43.4,54.5,22.6,33.1,21.3,31.8,123.4293,9.9342,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Naga,PH072234000,27.1,17.2,21.1,8.7,13.0,12.7,23.2,31.0,13.5,20.9,16.7,25.5,123.7225,10.2432,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Oslob,PH072235000,50.9,40.4,35.7,6.8,8.9,8.4,45.2,56.5,34.5,46.4,30.8,40.7,123.4005,9.5397,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Pilar,PH072236000,48.9,30.8,31.9,9.0,13.5,11.5,41.6,56.1,24.0,37.6,25.8,37.9,124.5304,10.7703,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Pinamungahan,PH072237000,46.4,25.7,28.5,7.1,9.6,10.3,40.9,51.8,21.7,29.8,23.7,33.4,123.6192,10.2660,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Poro,PH072238000,45.1,30.1,34.1,9.1,9.4,9.7,38.3,51.9,25.4,34.7,28.6,39.6,124.4309,10.6717,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Ronda,PH072239000,46.5,32.7,30.2,8.4,10.9,12.8,40.1,52.9,26.8,38.6,23.9,36.6,123.4294,10.0006,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Samboan,PH072240000,53.1,31.7,35.9,7.5,11.6,9.1,46.5,59.6,25.7,37.8,30.5,41.3,123.3261,9.5076,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,San Fernando,PH072241000,26.2,20.7,24.3,13.2,11.5,12.6,20.5,31.9,16.7,24.6,19.2,29.3,123.6758,10.1852,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,San Francisco,PH072242000,59.5,49.3,44.1,6.8,8.2,9.2,52.8,66.1,42.7,56.0,37.4,50.8,124.3331,10.6466,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,San Remigio,PH072243000,45.7,27.3,23.6,7.0,9.6,9.2,40.4,50.9,23.0,31.6,20.1,27.2,123.9301,10.9358,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Santa Fe,PH072244000,56.2,39.8,33.3,9.6,9.5,11.6,47.4,65.1,33.6,46.0,26.9,39.7,123.7837,11.1631,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Santander,PH072245000,41.9,27.9,30.8,10.1,11.6,11.4,35.0,48.8,22.6,33.3,25.0,36.6,123.3292,9.4426,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Sibonga,PH072246000,41.8,25.7,27.6,7.7,9.5,10.2,36.5,47.1,21.7,29.7,23.0,32.2,123.5794,10.0249,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Sogod,PH072247000,44.7,33.4,29.2,8.5,9.3,10.5,38.5,50.9,28.3,38.5,24.2,34.2,123.9637,10.7612,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Tabogon,PH072248000,47.0,34.8,28.0,7.1,9.0,9.7,41.6,52.5,29.6,39.9,23.6,32.5,124.0013,10.9308,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Tabuelan,PH072249000,53.8,33.4,29.4,9.0,11.7,14.0,45.9,61.8,27.0,39.9,22.6,36.1,123.9049,10.8390,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Talisay,PH072250000,18.0,10.7,14.1,14.3,16.4,14.1,13.7,22.2,7.8,13.5,10.8,17.3,123.8252,10.2683,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Toledo,PH072251000,31.5,18.9,21.9,7.1,10.7,9.7,27.8,35.2,15.6,22.2,18.5,25.4,123.6961,10.3588,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Tuburan,PH072252000,45.9,34.3,36.8,5.7,7.3,6.7,41.6,50.1,30.1,38.4,32.7,40.8,123.8583,10.6922,
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Tudela,PH072253000,42.7,24.3,33.0,14.2,18.1,12.7,32.7,52.6,17.1,31.6,26.1,39.9,124.4822,10.6616,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Amlan (Ayuquitan),PH074601000,24.1,20.3,27.2,20.3,15.6,15.7,16.1,32.2,15.1,25.5,20.1,34.2,123.1750,9.4290,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Ayungon,PH074602000,51.6,51.3,52.4,7.2,5.8,5.3,45.5,57.7,46.4,56.3,47.8,57.0,123.0395,9.8501,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Bacong,PH074603000,20.8,18.5,25.7,11.9,11.6,11.4,16.7,24.8,15.0,22.0,20.9,30.5,123.2608,9.2487,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Bais,PH074604000,37.2,31.7,39.7,8.1,7.8,6.3,32.3,42.2,27.7,35.8,35.6,43.9,123.0220,9.5768,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Basay,PH074605000,45.8,46.4,53.3,12.6,10.1,7.5,36.3,55.3,38.7,54.2,46.7,59.9,122.6660,9.4557,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Bayawan (Tulong),PH074606000,42.6,37.4,49.8,7.7,6.9,5.8,37.2,48.0,33.2,41.6,45.0,54.5,122.8109,9.5089,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Bindoy (Payabon),PH074607000,59.9,55.8,63.7,6.2,7.0,5.1,53.8,66.0,49.3,62.2,58.4,69.0,123.0751,9.7609,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Canlaon,PH074608000,35.4,42.3,35.0,12.3,10.1,11.4,28.3,42.6,35.3,49.3,28.4,41.5,123.2078,10.3766,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Dauin,PH074609000,32.4,28.9,34.7,10.6,8.4,7.7,26.8,38.1,24.9,32.9,30.3,39.1,123.2239,9.2053,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Dumaguete (Capital),PH074610000,7.4,6.5,11.8,18.6,17.8,15.0,5.1,9.7,4.6,8.4,8.9,14.7,123.2840,9.3031,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Guihulngan,PH074611000,45.0,40.8,54.0,7.1,6.3,4.5,39.8,50.3,36.6,45.1,50.1,58.0,123.2227,10.1936,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Jimalalud,PH074612000,50.2,48.1,62.5,7.3,6.0,4.3,44.1,56.2,43.3,52.8,58.1,66.9,123.1218,10.0110,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,La Libertad,PH074613000,50.2,51.0,57.5,6.9,6.5,5.3,44.5,55.9,45.5,56.4,52.5,62.5,123.1550,10.0740,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Mabinay,PH074614000,48.8,40.8,52.7,7.0,6.6,5.6,43.2,54.5,36.4,45.3,47.9,57.5,122.9260,9.6991,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Manjuyod,PH074615000,42.5,33.6,41.1,8.1,7.1,7.3,36.8,48.1,29.6,37.5,36.1,46.0,123.0726,9.6957,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Pamplona,PH074616000,35.5,34.1,40.3,8.5,10.5,7.6,30.5,40.5,28.2,40.0,35.3,45.3,123.0460,9.4284,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,San Jose,PH074617000,28.7,28.8,32.5,15.3,11.2,12.0,21.5,36.0,23.4,34.1,26.1,38.9,123.2127,9.4043,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Santa Catalina,PH074618000,39.5,43.1,45.6,9.1,7.5,6.7,33.6,45.4,37.8,48.3,40.6,50.6,122.9473,9.2967,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Siaton,PH074619000,48.5,45.9,52.9,7.5,6.5,5.5,42.5,54.5,41.0,50.8,48.1,57.7,123.0388,9.1466,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Sibulan,PH074620000,17.4,14.7,21.6,14.6,13.6,11.4,13.2,21.6,11.4,18.0,17.6,25.7,123.2334,9.3500,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Tanjay,PH074621000,27.1,22.7,31.4,11.4,10.3,6.9,22.0,32.1,18.9,26.6,27.9,35.0,123.0358,9.5077,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Tayasan,PH074622000,48.5,41.2,52.8,7.2,6.7,5.7,42.7,54.3,36.7,45.8,47.9,57.8,123.0746,9.9445,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Valencia (Luzurriaga),PH074623000,27.3,20.5,25.2,9.2,11.3,9.7,23.1,31.4,16.7,24.4,21.2,29.3,123.1608,9.2912,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Vallehermoso,PH074624000,47.2,38.0,51.4,10.7,10.6,7.4,38.8,55.5,31.4,44.7,45.2,57.7,123.2927,10.3434,
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Zamboanguita,PH074625000,39.1,32.2,39.9,12.7,11.6,10.1,31.0,47.3,26.0,38.4,33.3,46.5,123.1625,9.1624,
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,Enrique Villanueva,PH076101000,28.2,19.8,23.0,14.0,15.8,14.6,21.7,34.7,14.6,24.9,17.5,28.5,123.6357,9.2612,
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,Larena,PH076102000,21.0,7.8,17.1,12.3,17.4,10.6,16.7,25.2,5.6,10.0,14.2,20.1,123.6058,9.2403,
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,Lazi,PH076103000,39.5,28.6,35.8,8.8,10.3,7.2,33.7,45.2,23.8,33.5,31.5,40.0,123.6080,9.1400,
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,Maria,PH076104000,39.1,25.4,37.7,8.3,10.4,8.4,33.8,44.5,21.1,29.7,32.4,42.9,123.6343,9.1898,
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,San Juan,PH076105000,42.9,31.4,28.3,9.3,10.9,10.6,36.3,49.4,25.8,37.0,23.4,33.3,123.5200,9.1528,
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,Siquijor (Capital),PH076106000,27.0,18.6,25.2,8.7,10.6,9.8,23.1,30.9,15.4,21.8,21.2,29.3,123.5374,9.1927,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Arteche,PH082601000,55.8,59.2,48.1,8.1,6.3,9.0,48.3,63.2,53.0,65.4,41.0,55.2,125.2774,12.2292,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Balangiga,PH082602000,44.2,40.6,39.7,10.9,9.3,11.5,36.2,52.1,34.3,46.8,32.2,47.1,125.3641,11.1975,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Balangkayan,PH082603000,48.6,51.8,40.7,10.6,7.4,12.2,40.2,57.0,45.5,58.1,32.5,48.8,125.3957,11.4042,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,City of Borongan (Capital),PH082604000,37.6,26.0,32.3,7.7,7.4,6.9,32.9,42.4,22.8,29.1,28.6,35.9,125.3347,11.5878,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Can-avid,PH082605000,50.0,44.7,43.6,7.5,5.3,7.5,43.9,56.2,40.8,48.7,38.2,49.0,125.3212,11.9684,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Dolores,PH082606000,50.2,49.3,47.3,7.5,5.1,6.0,44.0,56.3,45.1,53.5,42.6,51.9,125.2960,12.0746,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,General MacArthur,PH082607000,48.8,53.9,48.4,8.6,5.8,8.3,42.0,55.7,48.8,59.0,41.8,55.0,125.4759,11.2739,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Giporlos,PH082608000,44.9,48.1,43.2,9.3,7.1,8.9,38.0,51.8,42.5,53.7,36.8,49.5,125.4507,11.1633,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Guiuan,PH082609000,42.0,36.5,34.6,8.9,5.6,6.9,35.8,48.1,33.2,39.9,30.7,38.5,125.7796,10.7158,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Hernani,PH082610000,48.7,52.7,43.4,9.9,7.1,11.1,40.8,56.7,46.5,58.8,35.5,51.3,125.5891,11.3227,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Jipapad,PH082611000,60.6,60.9,49.9,8.6,7.8,11.1,52.0,69.1,53.1,68.7,40.8,59.0,125.2128,12.2774,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Lawaan,PH082612000,45.7,33.1,38.7,10.9,9.9,10.2,37.5,53.9,27.7,38.5,32.2,45.2,125.2857,11.1972,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Llorente,PH082613000,47.2,47.4,42.8,7.4,5.7,7.2,41.5,52.9,43.0,51.8,37.8,47.9,125.4487,11.3517,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Maslog,PH082614000,60.2,60.5,68.3,9.6,9.3,8.6,50.7,69.6,51.2,69.8,58.5,78.0,125.1963,12.1242,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Maydolong,PH082615000,49.1,40.1,39.9,8.5,7.1,9.0,42.2,55.9,35.4,44.7,34.0,45.9,125.3645,11.4544,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Mercedes,PH082616000,39.6,44.9,35.7,10.3,7.0,12.6,32.9,46.3,39.8,50.1,28.2,43.1,125.7042,11.0898,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Oras,PH082617000,51.1,53.5,45.6,7.9,4.6,7.9,44.5,57.7,49.5,57.6,39.7,51.5,125.3851,12.1638,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Quinapondan,PH082618000,51.9,50.9,43.5,8.2,5.5,8.0,44.9,58.8,46.3,55.5,37.8,49.3,125.5065,11.1784,
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Salcedo,PH082619000,45.8,43.9,40.1,8.5,5.9,8.0,39.4,52.2,39.7,48.2,34.8,45.4,125.6277,11.1611,
