Region Code: AS
"Region Name: Asia"
Country Code: PHL
"Country Name: Philippines"
Export date: 4/17/2026 7:42:03 AM
Source location: "WHO Mortality Database portal"
Metadata information: 

Indicator Code,Indicator Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CG0920,Obsessive-compulsive disorder,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0930,Panic disorder,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0940,Insomnia (primary),2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0950,Migraine,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0960,Mental Retardation,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0970,Other neuropsychiatric disorders,2002,Male,Age_all,[All],860.00000000,0.36984475,2.86213361,2.10122649,
CG0980,Sense organ diseases,2002,Male,Age_all,[All],33.00000000,0.01419172,0.14410487,0.08062846,
CG0990,Glaucoma,2002,Male,Age_all,[All],5.00000000,0.00215026,0.03820940,0.01221643,
CG1000,Cataracts,2002,Male,Age_all,[All],1.00000000,0.00043005,0.01292539,0.00244329,
CG1010,"Vision disorders, age-related",2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1020,"Hearing loss, adult onset ",2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1030,Other sense organ disorders,2002,Male,Age_all,[All],27.00000000,0.01161140,0.09297008,0.06596874,
CG1040,Cardiovascular diseases,2002,Male,Age_all,[All],67085.00000000,28.85004085,413.02066761,163.90788252,
CG1050,Rheumatic heart disease,2002,Male,Age_all,[All],1109.00000000,0.47692771,3.18960376,2.70960486,
CG1060,Hypertensive heart disease,2002,Male,Age_all,[All],6498.00000000,2.79447813,40.28784266,15.87647642,
CG1070,Ischaemic heart disease,2002,Male,Age_all,[All],24142.00000000,10.38231626,146.16211428,58.98582544,
CG1080,Cerebrovascular disease,2002,Male,Age_all,[All],22856.00000000,9.82926934,138.02594255,55.84375886,
CG1090,Inflammatory heart diseases,2002,Male,Age_all,[All],648.00000000,0.27867372,3.34711139,1.58324973,
CG1110,Respiratory diseases,2002,Male,Age_all,[All],14272.00000000,6.13770266,91.30652983,34.87058656,
CG1120,Chronic obstructive pulmonary disease,2002,Male,Age_all,[All],7708.00000000,3.31484110,53.62601424,18.83285322,
CG1130,Asthma,2002,Male,Age_all,[All],5185.00000000,2.22981981,30.08605799,12.66844110,
CG1140,Other respiratory diseases,2002,Male,Age_all,[All],1379.00000000,0.59304176,7.59445760,3.36929224,
CG1150,Digestive diseases,2002,Male,Age_all,[All],14254.00000000,6.12996173,68.93064051,34.82660740,
CG1160,Peptic ulcer disease,2002,Male,Age_all,[All],4183.00000000,1.79890767,25.17824249,10.22026791,
CG1170,Cirrhosis of the liver,2002,Male,Age_all,[All],4403.00000000,1.89351912,20.17387101,10.75779096,
CG1180,Appendicitis,2002,Male,Age_all,[All],201.00000000,0.08644046,0.72576416,0.49110061,
CG1181,Gastritis and duodenitis,2002,Male,Age_all,[All],136.00000000,0.05848708,0.80594832,0.33228698,
CG1182,Paralytic ileus and intestinal obstruction,2002,Male,Age_all,[All],471.00000000,0.20255451,2.41238319,1.15078800,
CG1183,Inflammatory bowel disease,2002,Male,Age_all,[All],176.00000000,0.07568916,0.98016260,0.43001844,
CG1184,Gallbladder and biliary diseases,2002,Male,Age_all,[All],262.00000000,0.11267363,1.40950304,0.64014109,
CG1185,Pancreatitis,2002,Male,Age_all,[All],2536.00000000,1.09061196,7.90567736,6.19617485,
CG1190,Other digestive diseases,2002,Male,Age_all,[All],1886.00000000,0.81107814,9.33908834,4.60803855,
CG1200,Genitourinary diseases,2002,Male,Age_all,[All],7359.00000000,3.16475294,41.55707130,17.98014620,
CG1210,Nephritis and nephrosis,2002,Male,Age_all,[All],5870.00000000,2.52440545,31.09091359,14.34209243,
CG1220,Benign prostatic hypertrophy,2002,Male,Age_all,[All],478.00000000,0.20556487,4.28549880,1.16789100,
CG1230,Other genitourinary system diseases,2002,Male,Age_all,[All],1011.00000000,0.43478261,6.18065891,2.47016277,
CG1240,Skin diseases,2002,Male,Age_all,[All],618.00000000,0.26577216,3.87966038,1.50995113,
CG1250,Musculoskeletal diseases,2002,Male,Age_all,[All],1087.00000000,0.46746656,8.43658875,2.65585255,
CG1260,Rheumatoid arthritis,2002,Male,Age_all,[All],286.00000000,0.12299488,2.47711269,0.69877997,
CG1270,Osteoarthritis,2002,Male,Age_all,[All],156.00000000,0.06708812,1.46110239,0.38115271,
CG1280,Gout,2002,Male,Age_all,[All],178.00000000,0.07654926,1.14120110,0.43490502,
CG1290,Back pain,2002,Male,Age_all,[All],12.00000000,0.00516062,0.05679559,0.02931944,
CG1300,Other musculoskeletal disorders,2002,Male,Age_all,[All],455.00000000,0.19567368,3.30037699,1.11169541,
CG1310,Congenital anomalies,2002,Male,Age_all,[All],1977.00000000,0.85021288,3.51091952,4.83037764,
CG1320,Abdominal wall defect,2002,Male,Age_all,[All],8.00000000,0.00344042,0.01233775,0.01954629,
CG1330,Anencephaly,2002,Male,Age_all,[All],13.00000000,0.00559068,0.02004884,0.03176273,
CG1340,Anorectal atresia,2002,Male,Age_all,[All],20.00000000,0.00860104,0.03111999,0.04886573,
CG1350,Cleft lip,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1360,Cleft palate,2002,Male,Age_all,[All],10.00000000,0.00430052,0.01542218,0.02443287,
CG1370,Oesophageal atresia,2002,Male,Age_all,[All],7.00000000,0.00301036,0.01091355,0.01710301,
CG1380,Renal agenesis,2002,Male,Age_all,[All],1.00000000,0.00043005,0.00154222,0.00244329,
CG1390,Down syndrome,2002,Male,Age_all,[All],65.00000000,0.02795338,0.11292841,0.15881363,
CG1400,Congenital heart anomalies,2002,Male,Age_all,[All],1281.00000000,0.55089666,2.26327658,3.12985015,
CG1410,Spina bifida,2002,Male,Age_all,[All],11.00000000,0.00473057,0.01895825,0.02687615,
CG1420,Other Congenital anomalies,2002,Male,Age_all,[All],561.00000000,0.24125919,1.02437175,1.37068379,
CG1430,Oral conditions,2002,Male,Age_all,[All],29.00000000,0.01247151,0.12876426,0.07085531,
CG1440,Dental caries,2002,Male,Age_all,[All],1.00000000,0.00043005,0.01292539,0.00244329,
CG1450,Periodontal disease,2002,Male,Age_all,[All],2.00000000,0.00086010,0.00566819,0.00488657,
CG1460,Edentulism,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1470,Other oral diseases,2002,Male,Age_all,[All],26.00000000,0.01118135,0.11017068,0.06352545,
CG1475,Sudden infant death syndrome,2002,Male,Age_all,[All],133.00000000,0.05719692,0.20511505,0.32495712,
CG1480,Injuries,2002,Male,Age_all,[All],27437.00000000,11.79933772,85.36091059,67.03645484,
CG1490,Unintentional injuries,2002,Male,Age_all,[All],10702.00000000,4.60241689,34.24975822,26.14805335,
CG1500,Road traffic accidents,2002,Male,Age_all,[All],4436.00000000,1.90771083,14.01903751,10.83841942,
CG1510,Poisonings,2002,Male,Age_all,[All],133.00000000,0.05719692,0.40537558,0.32495712,
CG1520,Falls,2002,Male,Age_all,[All],1110.00000000,0.47735776,5.06236113,2.71204814,
CG1530,Fires,2002,Male,Age_all,[All],308.00000000,0.13245603,1.06921040,0.75253228,
CG1540,Drownings,2002,Male,Age_all,[All],2123.00000000,0.91300047,5.63525226,5.18709748,
CG1541,Exposure to mechanical forces,2002,Male,Age_all,[All],245.00000000,0.10536275,0.71745438,0.59860522,
CG1542,Natural disasters,2002,Male,Age_all,[All],149.00000000,0.06407775,0.43816362,0.36404971,
CG1550,Other unintentional injuries,2002,Male,Age_all,[All],2198.00000000,0.94525438,6.90290334,5.37034398,
CG1560,Intentional injuries,2002,Male,Age_all,[All],13318.00000000,5.72743302,39.54576614,32.53969113,
CG1570,Self-inflicted injuries,2002,Male,Age_all,[All],999.00000000,0.42962198,2.91480859,2.44084333,
CG1580,Violence,2002,Male,Age_all,[All],12226.00000000,5.25781620,36.38426484,29.87162215,
CG1590,War,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1600,Other intentional injuries,2002,Male,Age_all,[All],93.00000000,0.03999484,0.24669271,0.22722566,
CG1610,Ill-defined diseases,2002,Male,Age_all,[All],9423.00000000,4.05238034,66.79300123,23.02308977,
CG0768,Ill-defined malignant neoplasms,2002,Male,Age_all,[All],909.00000000,0.39091730,4.71975160,2.22094753,
CG0769,Other malignant neoplasms,2002,Male,Age_all,[All],1563.00000000,0.67217133,7.47701220,3.81885698,
CG0789,Diabetes mellitus and endocrine disorders,2002,Male,Age_all,[All],8083.00000000,3.47611061,44.18315251,19.74908570,
CG1098,Ill-defined circulatory diseases,2002,Male,Age_all,[All],10062.00000000,4.32718359,71.04990342,24.58434991,
CG1099,Other circulatory diseases,2002,Male,Age_all,[All],1770.00000000,0.76119210,10.95814956,4.32461731,
CG1605,Ill-defined injuries/accidents,2002,Male,Age_all,[All],3417.00000000,1.46948781,11.56538622,8.34871036,
CG0395,COVID-19,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0000,All Causes,2002,Female,Age_all,[All],163767.00000000,100.00000000,741.55715802,404.99512535,
CG0010,"Communicable, maternal, perinatal and nutritional conditions",2002,Female,Age_all,[All],43968.00000000,26.84789976,176.35389923,108.73268529,
CG0020,Infectious and parasitic diseases,2002,Female,Age_all,[All],16431.00000000,10.03315686,61.27376668,40.63379622,
CG0030,Tuberculosis,2002,Female,Age_all,[All],9214.00000000,5.62628613,39.79700007,22.78618455,
CG0040,STDs excluding HIV,2002,Female,Age_all,[All],31.00000000,0.01892933,0.11636092,0.07666287,
CG0050,Syphilis,2002,Female,Age_all,[All],2.00000000,0.00122125,0.00882168,0.00494599,
CG0060,Chlamydia,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0070,Gonorrhoea,2002,Female,Age_all,[All],1.00000000,0.00061062,0.00447853,0.00247300,
CG0080,Other STDs,2002,Female,Age_all,[All],28.00000000,0.01709746,0.10306071,0.06924389,
CG0090,HIV/AIDS,2002,Female,Age_all,[All],6.00000000,0.00366374,0.01546950,0.01483798,
CG0100,Diarrhoeal diseases,2002,Female,Age_all,[All],2126.00000000,1.29818584,5.90913484,5.25758936,
CG0110,Childhood-cluster diseases,2002,Female,Age_all,[All],906.00000000,0.55322501,1.85252301,2.24053432,
CG0120,Pertussis,2002,Female,Age_all,[All],1.00000000,0.00061062,0.00162374,0.00247300,
CG0130,Poliomyelitis,2002,Female,Age_all,[All],12.00000000,0.00732748,0.03459837,0.02967595,
CG0140,Diphtheria,2002,Female,Age_all,[All],11.00000000,0.00671686,0.01852579,0.02720296,
CG0150,Measles,2002,Female,Age_all,[All],698.00000000,0.42621529,1.17026263,1.72615116,
CG0160,Tetanus,2002,Female,Age_all,[All],184.00000000,0.11235475,0.62751248,0.45503125,
CG0170,Meningitis,2002,Female,Age_all,[All],797.00000000,0.48666703,1.69687947,1.97097776,
CG0180,Hepatitis B,2002,Female,Age_all,[All],231.00000000,0.14105406,0.82989255,0.57126206,
CG0190,Hepatitis C,2002,Female,Age_all,[All],6.00000000,0.00366374,0.02897223,0.01483798,
CG0200,Malaria,2002,Female,Age_all,[All],78.00000000,0.04762864,0.24894304,0.19289368,
CG0210,Tropical-cluster diseases,2002,Female,Age_all,[All],110.00000000,0.06716860,0.44726611,0.27202955,
CG0220,Trypanosomiasis,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0230,Chagas disease,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0240,Schistosomiasis,2002,Female,Age_all,[All],110.00000000,0.06716860,0.44726611,0.27202955,
CG0250,Leishmaniasis,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0270,Onchocerciasis,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0280,Leprosy,2002,Female,Age_all,[All],22.00000000,0.01343372,0.09859227,0.05440591,
CG0290,Dengue,2002,Female,Age_all,[All],304.00000000,0.18562958,0.57353823,0.75179076,
CG0300,Japanese encephalitis,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0310,Trachoma,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0320,Intestinal nematode infections,2002,Female,Age_all,[All],14.00000000,0.00854873,0.04532142,0.03462194,
CG0330,Ascariasis,2002,Female,Age_all,[All],10.00000000,0.00610624,0.02352687,0.02472996,
CG0340,Trichuriasis,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2002,Female,Age_all,[All],4.00000000,0.00244249,0.02179455,0.00989198,
CG0360,Other intestinal infections,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0370,Other infectious diseases,2002,Female,Age_all,[All],2586.00000000,1.57907271,9.61387303,6.39516749,
CG0380,Respiratory infections,2002,Female,Age_all,[All],18063.00000000,11.02969463,91.22606377,44.66972558,
CG0390,Lower respiratory infections,2002,Female,Age_all,[All],17999.00000000,10.99061471,90.98415670,44.51145384,
CG0400,Upper respiratory infections,2002,Female,Age_all,[All],47.00000000,0.02869931,0.19893531,0.11623081,
CG0410,Otitis media,2002,Female,Age_all,[All],17.00000000,0.01038060,0.04297175,0.04204093,
CG0420,Maternal conditions,2002,Female,Age_all,[All],1801.00000000,1.09973316,4.69077493,4.45386568,
CG0430,Maternal haemorrhage,2002,Female,Age_all,[All],413.00000000,0.25218756,1.08757895,1.02134732,
CG0440,Maternal sepsis,2002,Female,Age_all,[All],88.00000000,0.05373488,0.22568330,0.21762364,
CG0450,Hypertensive disorders,2002,Female,Age_all,[All],533.00000000,0.32546239,1.39177234,1.31810683,
CG0460,Obstructed labour,2002,Female,Age_all,[All],7.00000000,0.00427437,0.01797658,0.01731097,
CG0470,Pregnancy with abortive outcome,2002,Female,Age_all,[All],161.00000000,0.09831040,0.41828709,0.39815235,
CG0480,Other maternal conditions,2002,Female,Age_all,[All],599.00000000,0.36576355,1.54947667,1.48132457,
CG0490,Perinatal conditions,2002,Female,Age_all,[All],5411.00000000,3.30408446,8.78606363,13.38138101,
CG0500,Low birth weight,2002,Female,Age_all,[All],416.00000000,0.25401943,0.67547634,1.02876631,
CG0510,Birth asphyxia and birth trauma,2002,Female,Age_all,[All],302.00000000,0.18440834,0.49036984,0.74684477,
CG0520,Other perinatal conditions,2002,Female,Age_all,[All],4693.00000000,2.86565670,7.62021745,11.60576993,
CG0530,Nutritional deficiencies,2002,Female,Age_all,[All],2262.00000000,1.38123065,10.37723022,5.59391681,
CG0540,Protein-energy malnutrition,2002,Female,Age_all,[All],1236.00000000,0.75473081,5.61231104,3.05662298,
CG0550,Iodine deficiency,2002,Female,Age_all,[All],2.00000000,0.00122125,0.00731614,0.00494599,
CG0560,Vitamin A deficiency,2002,Female,Age_all,[All],1.00000000,0.00061062,0.00301953,0.00247300,
CG0570,Iron-deficiency anaemia,2002,Female,Age_all,[All],813.00000000,0.49643701,3.55809248,2.01054570,
CG0580,Other nutritional disorders,2002,Female,Age_all,[All],210.00000000,0.12823096,1.19649103,0.51932915,
CG0590,Noncommunicable diseases,2002,Female,Age_all,[All],104246.00000000,63.65507092,492.46855611,257.79993428,
CG0600,Malignant neoplasms,2002,Female,Age_all,[All],18381.00000000,11.22387294,77.23320678,45.45613829,
CG0610,Mouth and oropharynx cancers,2002,Female,Age_all,[All],735.00000000,0.44880837,3.46229817,1.81765201,
CG0611,a. Lip and oral cavity cancers,2002,Female,Age_all,[All],302.00000000,0.18440834,1.47859412,0.74684477,
CG0612,b. Nasopharynx cancers,2002,Female,Age_all,[All],148.00000000,0.09037230,0.61855982,0.36600340,
CG0613,c. Other pharynx cancer,2002,Female,Age_all,[All],285.00000000,0.17402773,1.36514423,0.70480384,
CG0620,Oesophagus cancer,2002,Female,Age_all,[All],135.00000000,0.08243419,0.62583848,0.33385445,
CG0630,Stomach cancer,2002,Female,Age_all,[All],663.00000000,0.40484347,3.03522808,1.63959631,
CG0640,Colon and rectum cancers,2002,Female,Age_all,[All],1220.00000000,0.74496083,5.64722999,3.01705504,
CG0650,Liver cancer,2002,Female,Age_all,[All],1486.00000000,0.90738671,6.56417211,3.67487196,
CG0660,Pancreas cancer,2002,Female,Age_all,[All],465.00000000,0.28393999,2.23319028,1.14994311,
CG0670,"Trachea, bronchus, lung cancers",2002,Female,Age_all,[All],1723.00000000,1.05210451,7.90553034,4.26097200,
CG0680,Melanoma and other skin cancers,2002,Female,Age_all,[All],104.00000000,0.06350486,0.48164136,0.25719158,
CG0681,a. Malignant skin melanoma,2002,Female,Age_all,[All],42.00000000,0.02564619,0.20295717,0.10386583,
CG0682,b. Non-melanoma skin cancer,2002,Female,Age_all,[All],62.00000000,0.03785867,0.27868419,0.15332575,
CG0690,Breast cancer,2002,Female,Age_all,[All],3929.00000000,2.39914024,15.89074181,9.71640103,
CG0700,Cervix uteri cancer,2002,Female,Age_all,[All],998.00000000,0.60940238,3.88667046,2.46804994,
CG0710,Corpus uteri cancer,2002,Female,Age_all,[All],1176.00000000,0.71809339,4.81567458,2.90824322,
CG0720,Ovary cancer,2002,Female,Age_all,[All],836.00000000,0.51048135,3.39254278,2.06742460,
CG0732,Kidney cancer,2002,Female,Age_all,[All],147.00000000,0.08976167,0.59045218,0.36353040,
CG0740,Bladder cancer,2002,Female,Age_all,[All],80.00000000,0.04884989,0.37925721,0.19783967,
CG0741,Brain and nervous system cancers,2002,Female,Age_all,[All],529.00000000,0.32301990,1.92009047,1.30821485,
CG0742,Gallbladder and biliary tract cancer,2002,Female,Age_all,[All],87.00000000,0.05312426,0.42337312,0.21515065,
CG0743,Larynx cancer,2002,Female,Age_all,[All],103.00000000,0.06289423,0.49191729,0.25471858,
CG0744,Thyroid cancer,2002,Female,Age_all,[All],331.00000000,0.20211642,1.51116417,0.81856165,
CG0745,Mesothelioma,2002,Female,Age_all,[All],4.00000000,0.00244249,0.02079101,0.00989198,
CG0750,"Lymphomas, multiple myeloma",2002,Female,Age_all,[All],443.00000000,0.27050627,1.87301105,1.09553720,
CG0751,a. Hodgkin lymphoma,2002,Female,Age_all,[All],26.00000000,0.01587621,0.10250832,0.06429789,
CG0752,b. Non-Hodgkin lymphoma,2002,Female,Age_all,[All],339.00000000,0.20700141,1.40783723,0.83834562,
CG0753,c. Multiple myeloma,2002,Female,Age_all,[All],78.00000000,0.04762864,0.36266550,0.19289368,
CG0760,Leukaemia,2002,Female,Age_all,[All],1161.00000000,0.70893403,3.66470175,2.87114828,
CG0780,Other neoplasms,2002,Female,Age_all,[All],660.00000000,0.40301160,2.70999768,1.63217732,
CG0790,Diabetes mellitus,2002,Female,Age_all,[All],7398.00000000,4.51739361,35.90749109,18.29522393,
CG0800,Endocrine disorders,2002,Female,Age_all,[All],2091.00000000,1.27681401,8.29180298,5.17103450,
CG0810,Neuropsychiatric conditions,2002,Female,Age_all,[All],1565.00000000,0.95562598,5.59841494,3.87023864,
CG0820,Unipolar depressive disorders,2002,Female,Age_all,[All],12.00000000,0.00732748,0.04101774,0.02967595,
CG0830,Bipolar disorder,2002,Female,Age_all,[All],2.00000000,0.00122125,0.00503334,0.00494599,
CG0840,Schizophrenia,2002,Female,Age_all,[All],90.00000000,0.05495613,0.32627257,0.22256963,
CG0850,Epilepsy,2002,Female,Age_all,[All],415.00000000,0.25340881,1.09586604,1.02629331,
CG0860,Alcohol use disorders,2002,Female,Age_all,[All],24.00000000,0.01465497,0.10762745,0.05935190,
CG0870,Alzheimer and other dementias,2002,Female,Age_all,[All],198.00000000,0.12090348,1.24577841,0.48965320,
CG0880,Parkinson disease,2002,Female,Age_all,[All],108.00000000,0.06594735,0.55985279,0.26708356,
CG0890,Multiple sclerosis,2002,Female,Age_all,[All],22.00000000,0.01343372,0.07356820,0.05440591,
CG0900,Drug use disorders,2002,Female,Age_all,[All],17.00000000,0.01038060,0.05972223,0.04204093,
CG0910,Post-traumatic stress disorder,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0920,Obsessive-compulsive disorder,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0930,Panic disorder,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0940,Insomnia (primary),2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0950,Migraine,2002,Female,Age_all,[All],2.00000000,0.00122125,0.00737771,0.00494599,
CG0960,Mental Retardation,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0970,Other neuropsychiatric disorders,2002,Female,Age_all,[All],675.00000000,0.41217095,2.07629844,1.66927226,
CG0980,Sense organ diseases,2002,Female,Age_all,[All],29.00000000,0.01770809,0.11418119,0.07171688,
CG0990,Glaucoma,2002,Female,Age_all,[All],4.00000000,0.00244249,0.02410803,0.00989198,
CG1000,Cataracts,2002,Female,Age_all,[All],3.00000000,0.00183187,0.01828389,0.00741899,
