,2015,2015_lower, 2015_upper, 2015_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote
Iran (Islamic Republic of),... ,... , ...,,... ,... , ...,,,,,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Iraq,... ,... , ...,"Children estimates were not available at the time of publication.",>98 ,80 , >98,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",98 ,80 , >98,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",96 ,80 , >98,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",96 ,80 , >98,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",93 ,79 , >98,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",95 ,81 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",95 ,80 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",97 ,80 , >98,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",>98 ,80 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",>98 ,79 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Ireland,>98 ,>98 , >98,,... ,... , ...,,,,,,>98 ,>98 , >98,,>98 ,94 , >98,,,,,,>98 ,95 , >98,,>98 ,95 , >98,,98 ,92 , >98,,>98 ,97 , >98,,>98 ,95 , >98,,>98 ,95 , >98,,>98 ,97 , >98,,92 ,87 , 96,,97 ,92 , >98,,>98 ,97 , >98,,78 ,74 , 83,,97 ,91 , >98,,>98 ,>98 , >98,,... ,... , ...,,... ,... , ...,,97 ,91 , >98,,>98 ,94 , >98,,>98 ,94 , >98,,94 ,89 , >98,,>98 ,95 , >98,,>98 ,95 , >98,,>98 ,>98 , >98,,>98 ,95 , >98,,97 ,92 , >98,
Israel,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,
Italy,... ,... , ...,,... ,... , ...,,,,,,... ,... , ...,,... ,... , ...,,,,,,... ,... , ...,,... ,... , ...,,,,,,... ,... , ...,,... ,... , ...,,,,,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,,,,,... ,... , ...,,... ,... , ...,,,,,,... ,... , ...,,... ,... , ...,,,,,
Jamaica,... ,... , ...,,... ,... , ...,,50 ,45 , 56,,... ,... , ...,,... ,... , ...,,42 ,37 , 46,,... ,... , ...,,... ,... , ...,,38 ,34 , 42,,... ,... , ...,,... ,... , ...,,36 ,32 , 40,,... ,... , ...,,... ,... , ...,,47 ,42 , 53,,... ,... , ...,,... ,... , ...,,41 ,36 , 46,,... ,... , ...,,... ,... , ...,,57 ,51 , 64,,... ,... , ...,,... ,... , ...,,63 ,56 , 71,,... ,... , ...,,... ,... , ...,,77 ,70 , 87,,... ,... , ...,,... ,... , ...,,81 ,73 , 92,
Japan,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,
Jordan,... ,... , ...,"Children estimates were not available at the time of publication.",71 ,63 , 79,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",87 ,77 , 97,"Children estimates were not available at the time of publication.",>98 ,89 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",69 ,62 , 78,"Children estimates were not available at the time of publication.",>98 ,89 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",90 ,81 , >98,"Children estimates were not available at the time of publication.",>98 ,90 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",86 ,78 , 97,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",88 ,80 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",82 ,75 , 92,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",83 ,75 , 92,"Children estimates were not available at the time of publication.",>98 ,90 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",68 ,61 , 75,"Children estimates were not available at the time of publication.",>98 ,90 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",82 ,74 , 92,"Children estimates were not available at the time of publication.",>98 ,90 , >98,"Children estimates were not available at the time of publication."
Kazakhstan,89 ,80 , >98,,>98 ,89 , >98,,81 ,72 , 89,,91 ,81 , >98,,>98 ,90 , >98,,80 ,72 , 88,,>98 ,90 , >98,,>98 ,89 , >98,,82 ,74 , 91,,>98 ,89 , >98,,>98 ,88 , >98,,79 ,70 , 87,,96 ,84 , >98,,>98 ,88 , >98,,84 ,74 , 95,,75 ,66 , 86,,>98 ,88 , >98,,81 ,71 , 94,,73 ,63 , 85,,>98 ,86 , >98,,84 ,73 , >98,,76 ,66 , 91,,>98 ,85 , >98,,84 ,72 , >98,,79 ,66 , 95,,>98 ,83 , >98,,87 ,73 , >98,,79 ,65 , 95,,>98 ,82 , >98,,92 ,76 , >98,
Kenya,58 ,46 , 76,,88 ,70 , >98,,... ,... , ...,,70 ,56 , 92,,88 ,70 , >98,,... ,... , ...,,80 ,64 , >98,,92 ,74 , >98,,... ,... , ...,,80 ,64 , >98,,91 ,73 , >98,,... ,... , ...,,83 ,66 , >98,,92 ,74 , >98,,81 ,65 , >98,,89 ,71 , >98,,90 ,72 , >98,,86 ,69 , >98,,91 ,73 , >98,,89 ,71 , >98,,... ,... , ...,,90 ,72 , >98,,88 ,71 , >98,,88 ,70 , >98,,90 ,72 , >98,,87 ,70 , >98,,93 ,74 , >98,,88 ,70 , >98,,86 ,69 , >98,,88 ,71 , >98,
Kuwait,... ,... , ...,"Children estimates were not available at the time of publication.",85 ,48 , 97,"Children estimates were not available at the time of publication.",>98 ,56 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",85 ,50 , 96,"Children estimates were not available at the time of publication.",>98 ,59 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",84 ,51 , 95,"Children estimates were not available at the time of publication.",>98 ,60 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",87 ,51 , >98,"Children estimates were not available at the time of publication.",>98 ,59 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",87 ,52 , >98,"Children estimates were not available at the time of publication.",>98 ,60 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",88 ,53 , >98,"Children estimates were not available at the time of publication.",>98 ,60 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",87 ,53 , >98,"Children estimates were not available at the time of publication.",>98 ,60 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",88 ,54 , >98,"Children estimates were not available at the time of publication.",>98 ,61 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",87 ,53 , >98,"Children estimates were not available at the time of publication.",>98 ,61 , >98,"Children estimates were not available at the time of publication.",,,,,,,,,>98 ,60 , >98,"Children estimates were not available at the time of publication."
Kyrgyzstan,73 ,68 , 79,,95 ,89 , >98,,... ,... , ...,,72 ,68 , 78,,96 ,90 , >98,,... ,... , ...,,78 ,73 , 84,,95 ,89 , >98,,... ,... , ...,,82 ,77 , 89,,94 ,88 , >98,,70 ,65 , 75,,81 ,76 , 87,,95 ,89 , >98,,81 ,76 , 88,,68 ,63 , 73,,93 ,87 , >98,,91 ,85 , >98,,49 ,45 , 53,,88 ,81 , 96,,84 ,78 , 92,,51 ,47 , 56,,79 ,72 , 86,,87 ,79 , 95,,54 ,49 , 59,,72 ,66 , 79,,86 ,78 , 94,,48 ,44 , 53,,88 ,81 , 97,,89 ,82 , >98,
Lao People's Democratic Republic,31 ,27 , 35,,>98 ,93 , >98,,,,,,36 ,31 , 40,,94 ,83 , >98,,,,,,41 ,36 , 46,,94 ,82 , >98,,,,,,44 ,38 , 50,,85 ,74 , 96,,87 ,75 , >98,,48 ,42 , 54,,81 ,70 , 92,,87 ,76 , >98,,50 ,44 , 57,,78 ,68 , 89,,87 ,76 , >98,,53 ,46 , 61,,71 ,62 , 81,,>98 ,86 , >98,,57 ,49 , 65,,70 ,61 , 80,,89 ,77 , >98,,64 ,55 , 73,,62 ,53 , 71,,89 ,76 , >98,,68 ,59 , 79,,62 ,53 , 71,,88 ,76 , >98,
Latvia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",,,,
Lebanon,... ,... , ...,"Children estimates were not available at the time of publication.",>98 ,91 , >98,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",>98 ,91 , >98,"Children estimates were not available at the time of publication.",,,,,... ,... , ...,"Children estimates were not available at the time of publication.",>98 ,91 , >98,"Children estimates were not available at the time of publication.",>98 ,91 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",>98 ,92 , >98,"Children estimates were not available at the time of publication.",>98 ,92 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",>98 ,92 , >98,"Children estimates were not available at the time of publication.",>98 ,92 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",>98 ,91 , >98,"Children estimates were not available at the time of publication.",>98 ,91 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",>98 ,90 , >98,"Children estimates were not available at the time of publication.",>98 ,90 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",>98 ,90 , >98,"Children estimates were not available at the time of publication.",>98 ,90 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",>98 ,90 , >98,"Children estimates were not available at the time of publication.",>98 ,90 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",>98 ,91 , >98,"Children estimates were not available at the time of publication.",>98 ,91 , >98,"Children estimates were not available at the time of publication."
Lesotho,50 ,42 , 56,,87 ,74 , >98,,,,,,66 ,55 , 74,,88 ,74 , >98,,,,,,66 ,55 , 76,,88 ,72 , >98,,,,,,69 ,57 , 80,,90 ,73 , >98,,88 ,72 , >98,,77 ,62 , 89,,88 ,71 , >98,,85 ,69 , >98,,74 ,58 , 85,,85 ,67 , 98,,92 ,72 , >98,,77 ,60 , 90,,85 ,66 , >98,,93 ,72 , >98,,78 ,60 , 93,,79 ,60 , 93,,93 ,72 , >98,,89 ,67 , >98,,80 ,60 , 96,,96 ,72 , >98,,>98 ,75 , >98,,78 ,59 , 94,,97 ,73 , >98,
Liberia,7 ,6 , 8,,82 ,70 , 96,,,,,,8 ,7 , 10,,83 ,70 , 98,,,,,,11 ,10 , 14,,86 ,72 , >98,,,,,,14 ,12 , 17,,86 ,72 , >98,,,,,,17 ,14 , 21,,86 ,70 , >98,,,,,,20 ,16 , 24,,86 ,70 , >98,,,,,,21 ,17 , 26,,84 ,67 , >98,,,,,,26 ,20 , 32,,85 ,66 , >98,,,,,,26 ,20 , 34,,83 ,63 , >98,,89 ,68 , >98,,29 ,22 , 39,,86 ,65 , >98,,... ,... , ...,
